scenario,fare,comm-rate,mode_share,earn_req_sat,serv_req_part,idle_time,regist,ptcp_prob,match_rate,match_time,pickup_time
0.4_0.75,40,0.75,0.019351999999999998,1.4262265594332886,39.57403695423888,-0.06815439729783315,0.030453333333333336,0.2714535901926445,0.5634996764417829,238.73690129906743,229.05549783166282
0.4_1.0,40,1.0,0.02384,2.018719171193318,32.38985807365691,0.009194496036691853,0.04565333333333333,0.45035046728971967,0.9311178439518821,99.22031017355562,327.3435013231135
0.4_1.25,40,1.25,0.025002666666666666,3.111969979424998,23.051364562223352,0.37703462339416793,0.05448000000000001,0.5961820851688693,0.9981712897037843,6.068504929552165,223.12338507615962
0.4_1.5,40,1.5,0.018882666666666666,3.931694876236677,17.972081218274113,0.5515590696839422,0.053386666666666666,0.5904095904095904,1.0,-0.6445736741464183,181.68413924080957
0.4_1.75,40,1.75,0.012759111111111112,4.637829800242779,15.046121593291405,0.6307634368172017,0.048159999999999994,0.5282392026578073,1.0,-1.3832690194995623,181.806363418258
0.4_2.0,40,2.0,0.008767111111111111,5.26991661761531,12.221809169764558,0.7127819923231583,0.04482666666666667,0.48007138607971445,1.0,-1.402091986517856,170.56359107001228
0.4_2.25,40,2.25,0.005751999999999999,5.961286342087435,10.539087947882733,0.7523160657117497,0.04032,0.4060846560846561,1.0,-2.0006262470959824,175.8207177776279
0.4_2.5,40,2.5,0.003551111111111111,6.490779203246594,8.572961373390559,0.799497308291258,0.03498666666666666,0.3551829268292683,1.0,-2.2621515147001046,186.3960886581449
0.55_0.5,55,0.5,0.01755822222222222,,,,0.024426666666666666,0.0,0.0,,
0.55_0.75,55,0.75,0.0112,0.6130340750787816,39.06753333995154,-0.08022385706018526,0.021546666666666665,0.0061881188118811875,0.01550298942061569,319.7548871668871,225.0261878766879
0.55_1.0,55,1.0,0.007325333333333333,0.981537549472991,39.47606659314347,-0.07203737268518524,0.021413333333333333,0.04607721046077211,0.17723752747801344,298.25261323894733,279.4109954284292
0.55_1.25,55,1.25,0.005617777777777777,1.3190764883744166,34.76320721586986,-0.05893779929545087,0.02693333333333333,0.10792079207920793,0.5995553143243378,223.8609161993613,372.457525531847
0.55_1.5,55,1.5,0.006812444444444445,1.8296982538978888,30.93899572187091,0.01929085840233227,0.02642666666666667,0.2179616548940464,0.8719758710756937,128.67570519003448,401.7398499583387
0.55_1.75,55,1.75,0.006425777777777778,2.6653712835062757,20.518932488225097,0.3853769023078655,0.029199999999999993,0.3168949771689499,0.984931466788506,19.783567273900598,318.05147346463053
0.55_2.0,55,2.0,0.005888888888888889,3.2350094406532084,17.7138755000805,0.5217637812065878,0.03293333333333333,0.30202429149797566,0.997324613061136,4.990206933855508,273.2169216940657
0.55_2.25,55,2.25,0.003879111111111111,3.810108660206395,14.301982520781047,0.6140290216446206,0.031013333333333334,0.2622527944969905,0.9995656894679695,-0.25468707859630707,268.73727653114787
0.55_2.5,55,2.5,0.0024968888888888888,4.1880499337003,12.357613353711528,0.67081058426276,0.028240000000000005,0.2143531633616619,0.998639455782313,0.6457155997459001,276.56610699668505
0.5_0.5,50,0.5,0.017614222222222222,0.23574081319445792,39.619783581112934,-0.08985590277777786,0.023573333333333335,0.002262443438914027,0.003998767014646037,277.3006578947368,203.7125000000001
0.5_0.75,50,0.75,0.011821333333333333,0.8377534661239159,40.87780676575577,-0.07250931230709882,0.0268,0.031840796019900496,0.09836001327198922,300.68843142590714,229.2609251239177
0.5_1.0,50,1.0,0.011125333333333333,1.3169045547354619,37.67114515415944,-0.058638859324437714,0.02842666666666667,0.1857410881801125,0.5959481256410649,227.2995796360561,292.6949951674332
0.5_1.25,50,1.25,0.011866666666666666,1.8109445003373748,32.38391839646407,0.005281225215567145,0.030373333333333336,0.3178226514486392,0.8781257273048685,125.50478221038652,360.1526364998594
0.5_1.5,50,1.5,0.012648888888888888,2.7227734458742976,22.330366020369755,0.3787279696183883,0.03813333333333333,0.44475524475524475,0.9980402522104824,4.982268901068136,267.62758023516955
0.5_1.75,50,1.75,0.009752,3.413199764240165,18.093626326771272,0.5238863369261303,0.037439999999999994,0.4316239316239317,0.9994291818451728,1.1776330525413585,234.23930092860678
0.5_2.0,50,2.0,0.007361777777777778,4.028691531141646,14.561579884631442,0.632949984115556,0.03805333333333333,0.3980378416257884,0.9986690865093769,0.30334953527880276,211.5990818019122
0.5_2.25,50,2.25,0.004758222222222222,4.557498186372608,12.99271844660194,0.669616758849008,0.03373333333333333,0.32569169960474315,1.0,-1.4550333746342348,227.8241285247154
0.5_2.5,50,2.5,0.003,5.0318186238153615,10.074626865671643,0.7514009261288056,0.03106666666666667,0.2875536480686695,1.0,-1.4825078931596485,220.57671224164105
