scenario,inform,regist,rejected_reg,particip,reject_particip,mean_perc_inc,mean_perc_inc_ptcp,mean_perc_inc_reg,mean_exp_inc,rel_perc_inc,rel_perc_inc_reg,rel_perc_inc_ptcp,std_perc_inc,std_exp_inc,std_perc_inc_reg,std_perc_inc_ptcp,res_wage_inf,res_wage_reg,res_wage_ptcp,new_regist,deregist,driver_surplus,mean_rev,mean_op_costs,ivt_costs,dh_costs,mean_dh_dist,mean_dh_time,drive_time,not_idle_time,share_idle_time,comm-rate,fare
0.15_0.75,2500.0,215.86666666666667,0.0,152.20000000000002,0.0,81.7731300753107,81.95711177834175,81.84950870278877,81.67494141375609,0.620581261534353,1.4628759550623947,1.8231398817336366,1.85041080618638,9.932629583774483,3.154998326842554,3.420076909764949,201.50756437741794,94.67248362966349,48.74637319319363,6.733333333333333,7.2,689.9900751064564,137.13316953448256,55.45822812072646,40.22764871860881,15.230579402117646,60.922317608470586,6092.2317608470585,16091.059487443525,22183.29124829058,0.22974683165657706,15,0.75
0.15_1.0,2500.0,241.79999999999998,0.0,178.46666666666667,0.0,85.35884607352399,85.86451224881195,85.29323042531908,85.88899047661518,0.6455414262493345,1.511093003377951,1.834703975176602,3.9893647755711927,20.50247917346933,7.402793560614337,7.712838154031334,199.25022985655627,94.15306554473655,50.881263265260344,7.466666666666666,7.933333333333333,1403.5673148398553,122.08196501551431,36.19297453889914,28.490388001336708,7.70258653756244,30.81034615024976,3081.0346150249766,11396.155200534682,14477.189815559657,0.4973197980708452,15,1.0
0.15_1.25,2500.0,217.46666666666667,0.0,159.86666666666667,0.0,85.3146938118714,86.37908277831566,85.45342875758371,85.87733469016634,0.6446810972966959,1.5291881016670181,1.849456886458353,4.828675952186436,25.018166988196768,8.479792943595626,8.688762460487004,199.8379162028488,88.04642850999083,50.97659973793594,7.733333333333333,6.6000000000000005,1224.5474078589439,113.0420357303952,27.164701040228863,21.88662045688307,5.27808058334579,21.11232233338316,2111.2322333383154,8754.648182753228,10865.880416091544,0.6227124855523769,15,1.25
0.15_1.5,2500.0,194.4,0.0,135.53333333333333,0.0,82.5160336438724,83.70173460040513,82.68822448835522,82.26757499597872,0.6158399219621128,1.4439677020921675,1.7863998994123378,5.2313735320714905,28.229221572593787,9.330452853968813,9.570318353679177,198.9882758664622,88.96765045027884,50.54879179537803,7.333333333333333,8.266666666666666,401.4744957008044,103.18837167716309,20.92079668118437,17.063955405914854,3.8568412752695167,15.427365101078067,1542.7365101078067,6825.58216236594,8368.318672473748,0.7094333794279949,15,1.5
0.15_1.75,2500.0,168.20000000000002,0.0,107.39999999999999,0.0,77.98032328588198,79.94829276034038,78.12245138274682,78.61170557091923,0.585642403144282,1.383079448388956,1.8248491281661465,5.671490914396309,30.353362599535245,10.197398880426986,10.032120716984632,199.6087600686184,102.01404976704714,47.48254813253801,7.266666666666666,7.933333333333333,-28.94316324219092,95.60544845905959,16.993742888140375,13.80084495866686,3.1928979294735167,12.771591717894067,1277.1591717894069,5520.337983466743,6797.49715525615,0.7639757932202725,15,1.75
0.15_2.0,2500.0,151.20000000000002,0.0,90.53333333333332,0.0,70.5840087361777,72.48236403329598,71.3079814701649,70.2897902032455,0.5399264949666559,1.3239168580794713,1.830124537120775,5.479081444451933,29.524743491343845,9.418638831101882,10.408645438182022,198.59074455409367,98.76850520327913,42.95617250493425,6.933333333333334,7.066666666666666,-564.87426751681,83.52319447635188,13.233404273106382,10.696254793792896,2.537149479313487,10.148597917253948,1014.8597917253948,4278.501917517157,5293.361709242553,0.816202718429078,15,2.0
0.15_2.25,2500.0,125.33333333333333,0.0,65.86666666666666,0.0,71.64295800829464,73.56983455950487,71.45658554543981,72.56522988870498,0.5361465546175324,1.231254158728751,1.8623581070151063,5.5261999635312415,31.416528445490524,9.600900583835918,10.699707852929151,200.89932294425918,119.99881128031905,42.43096552382338,6.2,6.133333333333333,-566.5115794145831,84.89343270647237,12.328202817767398,9.78875030219339,2.5394525155740073,10.15781006229603,1015.7810062296029,3915.500120877356,4931.2811271069595,0.8287749608643417,15,2.25
0.15_2.5,2500.0,106.53333333333335,0.0,49.53333333333333,0.0,63.93475173832485,66.70236137796483,64.51922817891761,66.25344479434473,0.4838461815434039,1.1038851901261197,1.7960534577073872,5.353596742485908,29.959948558856524,9.591460326636053,10.392237239944771,199.4086270367941,122.05863321628469,40.94636673671908,5.866666666666667,6.533333333333334,-890.0753508822514,76.71734105640151,10.463896262056783,8.025093422413383,2.4388028396434014,9.755211358573606,975.5211358573606,3210.037368965352,4185.558504822714,0.8546681074714334,15,2.5
0.1_0.5,2500.0,134.13333333333335,0.0,76.93333333333334,0.0,70.47305534567249,70.52483920415223,70.63349364385103,70.8557250501661,0.5280121930708055,1.256001212608598,1.803100174709673,1.143082819271541,6.22387492321484,1.9949312522438756,2.1090982437623733,200.49374349095186,114.75550091744704,42.4904342590347,5.133333333333333,6.3999999999999995,-511.58711844275905,147.04941105706945,76.19368600690335,54.557458872005405,21.63622713489795,86.5449085395918,8654.49085395918,21822.983548802156,30477.474402761338,-0.05824563898476865,10,0.5
0.1_0.75,2500.0,244.13333333333335,0.0,181.79999999999998,0.0,85.50032991872241,85.76817453721799,85.63793193455973,85.30025061156498,0.6488677708948508,1.5103672719805266,1.8209211854633478,2.3698652889238816,12.582071098241036,4.028502672478045,4.374527043702887,201.50756437741794,91.13060906132914,51.178654423822884,7.266666666666666,8.0,1311.8849807718805,134.11363322676246,48.81338261519749,37.20818353068252,11.605199084514972,46.42079633805989,4642.079633805989,14883.273412273005,19525.353046078995,0.32203635256670154,10,0.75
0.1_1.0,2500.0,259.6666666666667,0.0,195.0666666666667,0.0,88.15648140685433,88.86550469057416,88.20357358269631,87.84675689515696,0.6667806199770002,1.5462878600161112,1.8491068484476572,4.326524746662268,22.313458099066338,7.6064106774377125,7.881233902601995,199.25022985655627,92.39749975657656,52.376557364921645,7.866666666666667,7.133333333333333,1719.5513566467932,121.36141351212625,33.51465661696928,26.747219201244523,6.767437415724754,27.069749662899017,2706.9749662899017,10698.887680497808,13405.86264678771,0.534518658097649,10,1.0
0.1_1.25,2500.0,237.13333333333333,0.0,177.20000000000002,0.0,86.2608778767127,87.37664321636271,86.51963865819818,85.53941438557699,0.6515219856418629,1.5297289239579037,1.8201390486891882,5.079931062714208,26.28106762326873,8.826426397863548,8.78891703837944,199.8379162028488,86.12743567264653,52.260053610996465,8.466666666666667,6.333333333333333,1148.020831719369,110.07566544874918,24.53625106317219,20.128522444614102,4.4077286185580915,17.630914474232366,1763.0914474232366,8051.408977845639,9814.500425268876,0.6592187352337195,10,1.25
0.1_1.5,2500.0,202.26666666666665,0.0,143.33333333333334,0.0,84.28233616655024,85.71457438806517,84.2547854196889,85.21930402943305,0.6290126052048214,1.4743202168151193,1.8190595015800837,5.8280800069581415,30.018521939941905,10.664524563883413,10.886621059516782,198.9882758664622,87.83065633428492,50.83297146979837,7.0,9.133333333333333,861.0521874541051,105.22660411314723,20.00730008371419,16.4358464987948,3.571453584919387,14.285814339677549,1428.5814339677547,6574.33859951792,8002.920033485676,0.7221208321706364,10,1.5
0.1_1.75,2500.0,179.86666666666665,0.0,118.26666666666667,0.0,78.44876040715667,80.16682389799759,78.50082808427018,77.97354498934025,0.5887998369603847,1.3813591643034009,1.7779890851452747,5.9790015944612,31.54334611978581,10.904912359144902,10.864808404813681,199.6087600686184,99.1635056257298,48.768215319082174,7.466666666666666,8.133333333333333,-149.9315732252966,93.4733467999712,15.499801810630949,12.74491144467313,2.754890365957818,11.019561463831272,1101.9561463831271,5097.964577869253,6199.92072425238,0.7847249748523479,10,1.75
0.1_2.0,2500.0,157.66666666666666,0.0,95.39999999999999,0.0,72.58838757412681,74.76056426348399,73.15416821584006,72.59153024195278,0.5548417274843129,1.3604897151885362,1.8583383527940656,5.863118740033538,31.631919033764845,9.890868478317168,10.855653250056292,198.59074455409367,96.90583290270122,43.61329589226843,7.333333333333333,7.066666666666667,-400.1028192119646,85.29228185276266,12.700751610809869,10.316457233563234,2.384294377246636,9.537177508986543,953.7177508986542,4126.582893425294,5080.300644323947,0.8236006720720851,10,2.0
0.1_2.25,2500.0,131.2,0.0,69.86666666666667,0.0,72.17039434737214,74.07581172503792,71.90168379035138,74.05806356065277,0.5395532801187203,1.2316316311973408,1.8196078464759182,5.8097466554832735,32.6902211759228,9.658617463085394,11.064751907467452,200.89932294425918,117.42016160411276,43.76011638582173,6.066666666666666,6.733333333333333,-520.6175545797299,85.77529968506956,11.717236124416772,9.341629867768171,2.375606256648601,9.502425026594404,950.2425026594404,3736.651947107268,4686.894449766708,0.8372606093831004,10,2.25
0.1_2.5,2500.0,113.93333333333334,0.0,55.4,0.0,65.2515927306223,67.87647203775985,65.85272819967449,64.77895126843809,0.4940274152094162,1.1407173277542477,1.7856188967591384,5.6493284570987,31.388047236281363,10.050549099878817,11.229270578038518,199.4086270367941,117.41443195630347,42.28790320653232,6.333333333333333,6.533333333333334,-1049.3455957667702,74.17815553481732,9.399204266379224,7.328103969926311,2.071100296452913,8.284401185811651,828.4401185811652,2931.2415879705245,3759.6817065516902,0.8694554963002886,10,2.5
0.25_0.5,2500.0,77.86666666666667,0.0,22.066666666666663,0.0,54.25528875749848,54.15222517343602,54.47456689931537,54.53696237202453,0.4064433341647762,0.7859283694027521,1.7453039637240082,0.8959553243629174,4.779172062441156,1.3307935634633006,1.7378145900467354,200.49374349095186,165.01685240821664,34.46723145800225,4.2,5.333333333333333,-1120.5872424808306,131.68840346830322,77.15144109627867,57.8606191572945,19.290821938984177,77.16328775593671,7716.32877559367,23144.247662917798,30860.576438511474,-0.07154779300387053,25,0.5
0.25_0.75,2500.0,150.53333333333333,0.0,87.13333333333333,0.0,72.3084389820488,72.44008618561077,72.18848066497465,73.12568353526649,0.5487864626765774,1.2781963329138428,1.8214829727207436,1.285079156940517,7.068222127037259,2.335800896912086,2.495801866059088,201.50756437741794,111.46472401839985,43.23248509713684,6.066666666666667,6.666666666666667,-421.87393079310795,144.29827223397098,71.17258869870449,47.690138492672496,23.482450206031995,93.92980082412798,9392.980082412798,19076.055397068998,28469.035479481798,0.011491823629104267,25,0.75
0.25_1.0,2500.0,199.9333333333333,0.0,139.0666666666667,0.0,81.19338128828062,81.47989846714911,80.94125837747347,81.89121789825917,0.6144604147426768,1.4662372481739219,1.8608153387935875,2.7810039802452273,14.410643352986265,5.231318756511844,5.620482633610031,199.25022985655627,100.65367437244554,47.546690003999736,7.2,7.133333333333334,774.8641685271855,126.07084954200877,44.179631643749616,33.32900359867673,10.850628045072886,43.402512180291545,4340.251218029155,13331.601439470693,17671.85265749985,0.386394004947922,25,1.0
0.25_1.25,2500.0,192.6,0.0,136.53333333333333,0.0,80.52550634633208,81.36868976123444,80.77603286663603,80.08013857615244,0.6083966821157532,1.4672837795279567,1.819447147717877,3.9283621837249747,20.903663515047274,6.952368074707031,7.069432003186932,199.8379162028488,90.9528212317782,48.50693238866617,7.533333333333334,5.933333333333334,455.8587277553463,111.04374710864101,30.963608532488553,24.364708628002422,6.598899904486136,26.395599617944544,2639.5599617944545,9745.883451200969,12385.443412995422,0.5699498814932145,25,1.25
0.25_1.5,2500.0,170.33333333333334,0.0,112.86666666666667,0.0,79.08748813137674,80.23889527654497,79.24870632106747,79.49872518573027,0.5906285222505002,1.399426394965836,1.7976902043694214,4.693765229609462,25.622487619569686,8.372579887926383,9.007947391590841,198.9882758664622,92.81164586392174,48.20358791060642,6.8,8.066666666666666,121.78966514857943,104.02540198668378,24.526676800953506,19.49260536283719,5.034071438116315,20.13628575246526,2013.6285752465262,7797.042145134877,9810.670720381402,0.659351711097868,25,1.5
0.25_1.75,2500.0,149.20000000000002,0.0,89.26666666666667,0.0,75.70763379709568,77.51493136005801,75.33924760054276,76.87335325174,0.5684402174369372,1.3324351889578894,1.8372063468076039,5.228181304404101,27.24031618929234,9.969521039402794,10.014987613216618,199.6087600686184,107.66825542398789,45.782945589638075,7.066666666666666,7.3999999999999995,-221.41717922619955,97.00825012859904,20.134896876859038,15.865234180827928,4.269662696031109,17.078650784124434,1707.8650784124436,6346.093672331172,8053.958750743615,0.720348654488069,25,1.75
0.25_2.0,2500.0,135.46666666666667,0.0,75.86666666666666,0.0,68.27596724984217,69.87528643266477,68.70830037923817,68.91992772780739,0.5222288425759375,1.2770684443268767,1.8443697162690482,5.0069700873002,27.1825537113875,8.362618173545243,9.384602424994611,198.59074455409367,103.86397690721516,40.97500009358206,6.733333333333333,6.533333333333334,-595.6532958520912,84.45759238593894,15.537664658131552,12.256317926210414,3.2813467319211362,13.125386927684545,1312.5386927684542,4902.527170484166,6215.06586325262,0.7841991019703952,25,2.0
0.25_2.25,2500.0,118.06666666666666,0.0,58.6,0.0,67.45585653968193,68.95837725703254,67.96510699367332,66.50240853781914,0.5048211887605522,1.1483723931089427,1.788740248414882,4.962910786010349,27.799621420321838,8.410731089196501,9.601534968001083,200.89932294425918,124.37465344510923,41.53971590825905,5.266666666666667,6.533333333333334,-926.7040085522417,79.83696388144136,13.33455534362222,10.430467872706837,2.904087470915383,11.616349883661533,1161.634988366153,4172.187149082735,5333.822137448888,0.8147978424496914,25,2.25
0.25_2.5,2500.0,100.39999999999999,0.0,42.0,0.0,61.88140309982799,63.97555908978018,61.93412031964615,64.00853187876437,0.46797898820270983,1.0260321141272788,1.760527094810935,4.989265187244249,27.163979196877392,8.966051003466482,9.720076863007193,199.4086270367941,126.52241778967176,39.66161313262728,5.733333333333333,6.133333333333334,-997.644807130397,76.02135187835474,12.012819999590377,9.011759450719914,3.0010605488704614,12.004242195481845,1200.4242195481847,3604.7037802879654,4805.127999836151,0.833155277783467,25,2.5
0.2_0.5,2500.0,97.59999999999998,0.0,41.4,0.0,61.03179267661804,61.150425820249296,61.19839139418014,60.3053774420371,0.45736479280445824,1.0253014090030215,1.811803337837727,0.9662995885855542,5.640436552983306,1.5649912674256263,1.8641898376944475,200.49374349095186,139.46294017369215,36.73365536811787,4.666666666666667,5.533333333333334,-985.2228650407902,137.34945195413627,77.04407451209919,56.948410151950135,20.095664360149033,80.38265744059613,8038.265744059613,22779.36406078005,30817.62980483967,-0.0700565904458218,20,0.5
0.2_0.75,2500.0,180.6,0.0,118.60000000000001,0.0,77.23227615560236,77.37139901939157,77.27517570367938,77.91512308920285,0.5861777463894385,1.3862493272050047,1.8235202182077048,1.4677365041119559,7.920125225515605,2.559436507385777,2.8191691983391975,201.50756437741794,101.7592622188651,45.97192655050903,6.266666666666666,8.066666666666668,160.42077731865447,141.99712030202875,64.0819972128259,44.16610119402523,19.915896018800666,79.66358407520266,7966.358407520267,17666.44047761009,25632.798885130363,0.10997226093297358,20,0.75
0.2_1.0,2500.0,224.46666666666667,0.0,162.13333333333333,0.0,83.60765292825721,83.89618319794072,83.4463329857586,82.99179989186482,0.6326362044603004,1.494955270801766,1.8455180968185667,3.409933725481538,18.487684306618117,6.2429489244736445,6.706899765053881,199.25022985655627,96.42330296590461,49.47070948554997,7.533333333333334,7.2,930.1572758267871,122.09833291284292,39.10653302097813,30.26467613799984,8.84185688297829,35.36742753191316,3536.7427531913163,12105.870455199934,15642.613208391253,0.4568537080419704,20,1.0
0.2_1.25,2500.0,207.80000000000004,0.0,150.06666666666666,0.0,82.77095052307976,83.76096194422682,82.9406365737877,82.36661354086279,0.6254167130417442,1.4928652457804958,1.8234252856397923,4.401387459409178,22.68376147586498,7.973879110146217,8.083932042251144,199.8379162028488,89.09459855089189,50.06791321026509,8.333333333333334,6.066666666666666,687.3749265089413,110.92521740013918,28.5586038592764,22.81924539938895,5.739358459887448,22.957433839549793,2295.743383954979,9127.69815975558,11423.441543710558,0.6033527241767166,20,1.25
0.2_1.5,2500.0,182.53333333333333,0.0,125.0,0.0,79.83533675680557,80.87783404442166,79.97156289076224,80.78463832545015,0.5957396375418672,1.4040403285285903,1.7607407787137166,5.055260863397817,26.960715256146226,9.055076998738071,9.342453168228797,198.9882758664622,90.59858082716562,49.54319825076357,6.199999999999999,8.733333333333333,244.9049680217059,103.25559942033787,22.47096109488774,18.14209030627541,4.328870788612329,17.315483154449318,1731.5483154449319,7256.836122510164,8988.384437955096,0.6879033181265592,20,1.5
0.2_1.75,2500.0,162.6,0.0,102.06666666666668,0.0,76.52184050435291,78.23696161532946,76.42535453055233,75.35084274725112,0.574763721978967,1.3593932302920606,1.8145101827677756,5.390583390383713,27.84661161352955,9.890395605291806,9.80495524546412,199.6087600686184,103.2215345563339,46.750476441230944,7.2,7.6000000000000005,-353.71556855335956,93.04973326190303,17.69889051465191,14.270318029659668,3.428572484992243,13.714289939968973,1371.4289939968974,5708.127211863866,7079.556205860764,0.75418207618539,20,1.75
0.2_2.0,2500.0,143.33333333333334,0.0,83.06666666666668,0.0,69.95766331841405,71.53380954545118,70.35830611812908,69.53578293100193,0.5348008742073576,1.3055681884108814,1.834897760037653,5.256503038133624,28.49757011461608,8.907747624455048,9.965203387790966,198.59074455409367,101.14052210902305,42.1758666491102,6.933333333333334,6.733333333333333,-615.3520734197225,83.78402131414903,14.248238383147106,11.397676505402742,2.8505618777443638,11.402247510977455,1140.2247510977456,4559.070602161097,5699.2953532588435,0.8021078002340681,20,2.0
0.2_2.25,2500.0,122.86666666666667,0.0,62.06666666666666,0.0,69.30646219716137,70.49885612174346,68.77809343773832,70.19800323215185,0.5184702244280167,1.1810783187537948,1.8088170755855053,5.384293400489768,30.611186964347098,9.228144531228322,10.357751986387681,200.89932294425918,121.31085618760557,41.94171499450606,5.666666666666667,6.133333333333333,-740.5295733578672,83.1587365389049,12.960733306753049,10.187471049677198,2.773262257075851,11.093049028303405,1109.3049028303403,4074.988419870879,5184.293322701219,0.8199898151839854,20,2.25
0.2_2.5,2500.0,106.26666666666667,0.0,46.93333333333334,0.0,62.62029239151078,65.22805915151078,63.0018524938051,63.22532552404535,0.4735784763344815,1.055739701713347,1.7283629348877516,5.169094915570636,27.861151675644688,9.854998643696165,10.18070880996047,199.4086270367941,122.21176411517466,41.190934680652944,5.6000000000000005,6.133333333333333,-1103.6606494244875,74.04585499747348,10.82052947342813,8.230833655321913,2.589695818106217,10.358783272424867,1035.8783272424866,3292.3334621287645,4328.211789371251,0.8497148684246093,20,2.5
0.35_0.5,2500.0,60.666666666666664,0.0,2.4,0.0,38.27937892817737,38.07833825920233,37.71238372157499,38.35019805555556,0.28683527748800364,0.31874784577431353,1.448051511998428,0.6459485735734497,4.389103312678833,1.1875289779507872,1.3068469226452262,200.49374349095186,193.12197998983197,30.56793540234409,3.1999999999999997,4.333333333333334,-1202.322882020351,115.7003903611111,77.35019230555557,58.66446694444445,18.685725361111118,74.74290144444447,7474.290144444446,23465.786777777776,30940.076922222226,-0.07430822646604948,35,0.5
0.35_0.75,2500.0,100.2,0.0,38.86666666666667,0.0,62.48454987017016,62.52385068387275,62.11622032019057,63.03379279962655,0.47424202057992976,0.983940505804735,1.835734953785692,1.0553121106306964,5.591134302806389,2.0076609003061443,1.9067951115751105,201.50756437741794,143.2979306475935,37.47662649035432,5.133333333333334,5.3999999999999995,-1025.976816950423,139.4988521171916,76.46505931756506,52.73015674092513,23.73490257663994,94.93961030655976,9493.961030655977,21092.062696370052,30586.023727026026,-0.06201471274395931,35,0.75
0.35_1.0,2500.0,147.20000000000002,0.0,85.66666666666667,0.0,71.42260807933431,71.47223149274743,71.15542325617213,71.26345997391321,0.5407085390096381,1.2778160521238122,1.836333147096464,1.4696198900438124,8.33853733356698,2.6722397327114833,2.936046130993779,199.25022985655627,117.08813792990058,42.337159651932794,7.266666666666667,6.466666666666666,-468.7257849930814,128.8473387451579,57.58387877124472,39.161833829987124,18.422044941257592,73.68817976503037,7368.817976503036,15664.733531994849,23033.551508497883,0.20022390595493447,35,1.0
0.35_1.25,2500.0,157.46666666666667,0.0,101.53333333333335,0.0,76.27136436316297,76.83557033318691,76.03474246854218,76.4984242357247,0.5767517825768413,1.3962997341018057,1.8500331284200975,2.8342332668249184,15.748963622565944,4.915745165339383,5.114522343050532,199.8379162028488,98.52639430148209,45.34221169423654,7.666666666666667,5.733333333333333,8.199172983912993,115.72919277891651,39.23076854319182,29.289994095790366,9.940774447401454,39.763097789605816,3976.3097789605818,11715.997638316147,15692.30741727673,0.4551282146778913,35,1.25
0.35_1.5,2500.0,148.46666666666667,0.0,92.8,0.0,73.10661506489011,73.87669768995274,73.50739319145084,73.32404110152036,0.5456967724690287,1.2947050105188354,1.7274026579573807,3.728384626035467,20.651547482774042,6.502131000284034,6.750106844734234,198.9882758664622,97.61062656184164,45.94717598646827,5.733333333333333,8.200000000000001,-453.09959327987764,101.98566209845626,28.66162099693588,22.045384965879112,6.616236031056768,26.46494412422707,2646.4944124227072,8818.153986351645,11464.64839877435,0.6019219305981127,35,1.5
0.35_1.75,2500.0,131.73333333333332,0.0,74.33333333333333,0.0,71.42853830193025,72.58616965422836,71.14162831016921,71.47780835981746,0.5368588226996707,1.2667290778392364,1.817831709323918,4.347686456298658,23.672945723294475,8.3107297065934,8.815300598073511,199.6087600686184,114.05728967162004,43.48123924210865,6.533333333333334,6.866666666666667,-566.5289294424847,94.88649524419418,23.408686884376745,17.90564625824012,5.503040626136619,22.012162504546477,2201.2162504546477,7162.258503296049,9363.474753750697,0.6748793488281009,35,1.75
0.35_2.0,2500.0,119.46666666666665,0.0,62.599999999999994,0.0,67.08794770331669,68.24984754933105,66.76781444396086,64.95194639554178,0.5133871050546263,1.226248078142896,1.8772051544622117,4.322605394685573,23.357460961185353,7.041085434532459,7.808047165613115,198.59074455409367,111.08097147428877,39.42781869962521,6.8,5.466666666666666,-799.1873641422668,83.06744756355647,18.115501168014674,13.903108145077914,4.21239302293676,16.84957209174704,1684.9572091747038,5561.243258031165,7246.200467205871,0.7483958171109073,35,2.0
