operator_id,vehicle_id,vehicle_type,status,locked,start_time,end_time,start_pos,end_pos,driven_distance,start_soc,end_soc,charging_power,charging_unit,toll,rq_on_board,occupancy,rq_boarding,rq_alighting,route,trajectory,driver_id
1,9,default_vehtype,boarding,True,983.8384785317231,1013.8384785317231,2977;-1;-1,2977;-1;-1,0.0,0.8227984483333282,0.8227984483333282,0.0,,0,8;10,2,8;10,,,,10
1,3,default_vehtype,route,False,840.0,1069.9869602780316,2981;-1;-1,2966;-1;-1,2071.863435442099,0.9627983191463305,0.9625911328027864,0.0,,0,,0,,,2981;6320;3549;6384;4032;1804;4811;5237;608;459;2416;4011;5246;363;366;2314;2877;1748;2880;906;984;2268;1857;1806;1371;938;5442;4054;2205;1369;2047;1337;1873;1939;665;666;1885;668;1415;1041;1623;1383;2333;2966,2981:840;6320:843.3731188541452;3549:849.0103588541452;6384:849.2721988541452;4032:852.4938388541452;1804:853.4097508541453;4811:855.0923908541453;5237:859.8328708541453;608:868.6989508541453;459:869.0287108541453;2416:871.2423508541453;4011:871.9064788541453;5246:877.8316468541453;363:884.7403348541453;366:886.1454148541453;2314:887.2902868541453;2877:900.4613908541453;1748:901.5799108541453;2880:902.7417028541453;906:914.9670148541453;984:917.7367108541453;2268:918.4845748541453;1857:918.8704948541454;1806:919.5326788541454;1371:920.2028548541454;938:922.7839828541454;5442:932.5046308541454;4054:940.1446228541454;2205:945.8970628541454;1369:952.3432228541453;2047:953.2862788541453;1337:954.2476228541453;1873:970.7250388541453;1939:971.0660308541453;665:971.5881028541453;666:972.4572148541453;1885:973.4430388541452;668:986.8134388541453;1415:987.4425028541452;1041:1004.1290171398596;1623:1008.5122742827167;1383:1019.5977028541453;2333:1059.751588568431;2966:1069.9869602780316,4
1,8,default_vehtype,boarding,True,999.876609038653,1029.876609038653,2976;-1;-1,2976;-1;-1,0.0,0.9458083686549363,0.9458083686549363,0.0,,0,9,1,9,,,,9
0,1,default_vehtype,route,False,890.8907075530442,1099.6150025205377,2993;-1;-1,2988;-1;-1,2316.5181602628086,0.6916917445412875,0.6914600927252612,0.0,,0,6,1,,,2993;4483;7446;1960;816;6786;5444;1716;2720;4210;1711;98;2497;7434;2760;542;1074;1071;1070;1069;1067;1504;4396;710;2281;4664;6260;3300;1832;708;6180;2405;6169;2744;2567;2576;3077;3241;88;2758;2742;2448;2353;6140;7386;3742;7100;6318;737;6639;2446;2301;1992;1990;1988;1985;3729;5498;5496;5699;5494;6307;374;7114;3246;5330;661;445;6080;7381;364;3029;69;30;3346;2832;2207;2988,2993:890.8907075530442;4483:891.6521275349454;7446:894.3188635349454;1960:895.3031035349454;816:902.8350235349454;6786:904.1020075349454;5444:914.6384155349455;1716:917.4287755349454;2720:918.1754155349454;4210:919.0736875349454;1711:920.2033675349454;98:928.8191755349454;2497:930.3298075349454;7434:937.5376555349454;2760:944.0761915349455;542:951.6042955349454;1074:952.5377035349454;1071:953.5402315349454;1070:968.0035195349454;1069:968.7418075349455;1067:971.4038635349455;1504:975.8576395349454;4396:976.0839355349455;710:976.6345915349455;2281:977.6402875349454;4664:981.5182795349453;6260:981.9641755349453;3300:982.5632875349453;1832:985.3535035349453;708:985.8925675349453;6180:986.3159995349454;2405:988.5383995349454;6169:992.0155195349454;2744:996.6160795349454;2567:998.4590395349453;2576:1006.9475995349453;3077:1009.0802395349453;3241:1012.2091195349453;88:1014.1359595349453;2758:1016.0993995349453;2742:1016.5058395349453;2448:1019.6914795349453;2353:1025.8923595349454;6140:1031.0633995349453;7386:1032.4058395349452;3742:1040.0648395349453;7100:1040.6044795349453;6318:1041.0825595349454;737:1041.9982795349454;6639:1043.8474795349455;2446:1045.4187595349454;2301:1047.7157995349453;1992:1048.7408395349453;1990:1050.4377595349454;1988:1052.8917595349453;1985:1056.4135195349454;3729:1058.7609595349454;5498:1060.1583595349455;5496:1063.0655995349455;5699:1063.7630395349454;5494:1064.8667995349454;6307:1065.0836395349454;374:1073.3846395349453;7114:1075.5996475349452;3246:1076.7374635349452;5330:1077.4850395349451;661:1078.4764795349452;445:1081.5061675349452;6080:1084.3295755349452;7381:1084.7384635349451;364:1085.1738475349453;3029:1087.1980555349453;69:1091.330341249231;30:1095.4626269635166;3346:1097.4868349635167;2832:1097.9222189635168;2207:1098.3311069635167;2988:1099.6150025205377,2
0,1,default_vehtype,boarding,True,1099.6150025205377,1129.6150025205377,2988;-1;-1,2988;-1;-1,0.0,0.6914600927252612,0.6914600927252612,0.0,,0,6,1,,6,,,2
1,3,default_vehtype,boarding,True,1069.9869602780316,1099.9869602780316,2966;-1;-1,2966;-1;-1,0.0,0.9625911328027864,0.9625911328027864,0.0,,0,7,1,7,,,,4
1,9,default_vehtype,route,False,1013.8384785317231,1125.7830380172325,2977;-1;-1,2986;-1;-1,1060.4065922814566,0.8227984483333282,0.8226924076741,0.0,,0,8;10,2,,,2977;6202;7315;7530;2803;7558;2806;4344;2996;3013;7322;2804;3061;1173;3425;4304;793;118;3979;4275;103;6480;7360;2986,2977:1013.8384785317231;6202:1017.731570634835;7315:1024.626890634835;7530:1031.842370634835;2803:1039.397330634835;7558:1046.792330634835;2806:1054.626170634835;4344:1055.829170634835;2996:1057.872650634835;3013:1062.657770634835;7322:1066.668410634835;2804:1069.995170634835;3061:1076.663210634835;1173:1082.261570634835;3425:1083.444530634835;4304:1084.846850634835;793:1096.962410634835;118:1102.826690634835;3979:1104.6772346348348;4275:1105.2685706348348;103:1106.4114986348347;6480:1119.7332266348346;7360:1125.2351066348347;2986:1125.7830380172325,10
0,2,default_vehtype,boarding,True,1140.0,1170.0,2987;-1;-1,2987;-1;-1,0.0,0.5432551360488188,0.5432551360488188,0.0,,0,13,1,13,,,,3
1,8,default_vehtype,route,False,1029.876609038653,1143.4391322067454,2976;-1;-1,2982;-1;-1,828.4892168769599,0.9458083686549363,0.9457255197332486,0.0,,0,9,1,,,2976;7557;7316;7531;2802;2251;7515;7037;7512;3274;2902;3901;7011;7336;4365;7288;1182;1001;6296;6301;2298;2295;2293;4102;4325;7285;1218;2982,2976:1029.876609038653;7557:1034.8669624093134;7316:1042.2619624093134;7531:1049.8169224093133;2802:1057.0324024093134;2251:1063.9277224093134;7515:1064.7888424093135;7037:1072.1008024093135;7512:1079.3341624093134;3274:1090.6801624093134;2902:1090.7917624093134;3901:1091.2597624093135;7011:1093.2407224093135;7336:1096.1482024093136;4365:1103.7293224093137;7288:1104.8525224093137;1182:1105.7694424093136;1001:1111.0606024093136;6296:1113.4199224093136;6301:1118.3622081235992;2298:1122.644150980742;2295:1126.926093837885;2293:1131.8683795521706;4102:1134.2276995521706;4325:1139.5188595521706;7285:1140.4357795521705;1218:1141.5589795521705;2982:1143.4391322067454,9
1,8,default_vehtype,boarding,True,1143.4391322067454,1173.4391322067454,2982;-1;-1,2982;-1;-1,0.0,0.9457255197332486,0.9457255197332486,0.0,,0,9,1,,9,,,9
1,9,default_vehtype,boarding,True,1125.7830380172325,1155.7830380172325,2986;-1;-1,2986;-1;-1,0.0,0.8226924076741,0.8226924076741,0.0,,0,8;10,2,,8,,,10
0,0,default_vehtype,route,False,1080.0,1248.075560908033,2988;-1;-1,2992;-1;-1,1869.1901237226884,0.7644474598764522,0.76426054086408,0.0,,0,,0,,,2988;3447;3721;5333;251;2711;3358;2296;5495;5697;5497;5500;670;5502;5512;5520;5531;6313;6632;6644;3793;6319;7102;3741;7384;6414;5446;2447;2571;42;2577;2566;3033;3036;2469;2404;2235;3762;5287;310;2280;1447;6261;3764;4397;4745;4182;4187;4191;4195;4202;4208;537;18;5629;1068;2559;6740;1717;2067;2063;1937;2992,2988:1080;3447:1081.539512442979;3721:1084.569200442979;5333:1085.560640442979;251:1086.308216442979;2711:1087.446032442979;3358:1089.661040442979;2296:1097.9620404429788;5495:1098.1788804429789;5697:1099.2826404429788;5497:1099.9800804429788;5500:1102.8873204429788;670:1104.2847204429788;5502:1106.6321604429788;5512:1110.153920442979;5520:1112.6079204429789;5531:1114.304840442979;6313:1115.329880442979;6632:1117.6269204429789;6644:1119.1982004429788;3793:1121.0474004429789;6319:1121.9631204429788;7102:1122.441200442979;3741:1122.980840442979;7384:1130.639840442979;6414:1135.847000442979;5446:1138.1147604429789;2447:1142.050880442979;2571:1149.6398004429789;42:1154.3078004429788;2577:1154.9802804429787;2566:1163.5793604429787;3033:1164.2103204429786;3036:1166.4798804429786;2469:1170.0722004429786;2404:1173.3957204429785;2235:1174.6791204429785;3762:1175.1025524429785;5287:1175.6416164429786;310:1178.4318324429787;2280:1179.0309444429788;1447:1179.4768404429788;6261:1183.3548324429787;3764:1184.3605284429786;4397:1184.9111844429785;4745:1185.1374804429786;4182:1189.5912564429786;4187:1192.2533124429785;4191:1192.9916004429786;4195:1207.4548884429785;4202:1208.4574164429785;4208:1209.4390644429784;537:1210.3930644429784;18:1216.2606324429782;5629:1222.1100564429782;1068:1224.6624564429783;2559:1231.7130564429783;6740:1236.1836804429784;1717:1242.0174084429784;2067:1242.7551924429783;2063:1243.4714484429783;1937:1246.7414004429784;2992:1248.075560908033,1
1,3,default_vehtype,route,False,1099.9869602780316,1203.0771404193704,2966;-1;-1,2967;-1;-1,889.1057434150201,0.9625911328027864,0.962502222228445,0.0,,0,7,1,,,2966;2743;2631;2150;735;738;2470;734;1815;739;1724;1962;1910;164;1354;197;1311;7;1963;1308;482;7613;2611;1307;2876;1960;2967,2966:1099.9869602780316;2743:1107.8307885684312;2631:1111.8422171398597;2150:1128.7725028541454;735:1139.254674282717;738:1145.4225028541455;2470:1146.3721828541454;734:1146.5810548541453;1815:1147.5892708541453;739:1148.4297988541452;1724:1164.8874868541452;1962:1165.9443028541452;1910:1166.7665428541452;164:1167.7177348541452;1354:1168.6742548541451;197:1170.883502854145;1311:1182.418262854145;7:1186.113230854145;1963:1186.521686854145;1308:1186.882910854145;482:1191.437558854145;7613:1192.761710854145;2611:1196.6580628541449;1307:1197.973790854145;2876:1200.6405268541448;1960:1201.6247668541448;2967:1203.0771404193704,4
1,3,default_vehtype,boarding,True,1203.0771404193704,1233.0771404193704,2967;-1;-1,2967;-1;-1,0.0,0.962502222228445,0.962502222228445,0.0,,0,7,1,,7,,,4
1,7,default_vehtype,route,False,1080.0,1212.5866496081762,2981;-1;-1,2977;-1;-1,993.5818895919446,0.8575946831862098,0.8574953249972507,0.0,,0,,0,,,2981;6320;7278;2411;1661;7283;796;751;4635;6299;4102;4325;7285;1218;7334;7010;820;7498;276;2915;2661;7517;6201;7314;7529;7535;2931;2929;2927;2802;2977,2981:1080;6320:1083.373118854145;7278:1086.891878854145;2411:1092.726998854145;1661:1098.526838854145;7283:1099.575878854145;796:1108.368398854145;751:1110.276278854145;4635:1115.3849188541449;6299:1121.343998854145;4102:1123.703318854145;4325:1128.994478854145;7285:1129.9113988541449;1218:1131.0345988541449;7334:1138.615718854145;7010:1141.523198854145;820:1143.504158854145;7498:1143.9721588541452;276:1144.0837588541451;2915:1155.4297588541451;2661:1162.663118854145;7517:1169.975078854145;6201:1170.836198854145;7314:1177.7315188541452;7529:1184.9469988541452;7535:1190.006541711288;2931:1193.6579702827166;2929:1197.3093988541452;2927:1202.368941711288;2802:1209.584421711288;2977:1212.5866496081762,8
1,7,default_vehtype,boarding,True,1212.5866496081762,1242.5866496081762,2977;-1;-1,2977;-1;-1,0.0,0.8574953249972507,0.8574953249972507,0.0,,0,11,1,11,,,,8
0,0,default_vehtype,boarding,True,1248.075560908033,1278.075560908033,2992;-1;-1,2992;-1;-1,0.0,0.76426054086408,0.76426054086408,0.0,,0,12,1,12,,,,1
0,2,default_vehtype,route,False,1170.0,1297.42579406656,2987;-1;-1,2984;-1;-1,1389.2919531006646,0.5432551360488188,0.5431162068535087,0.0,,0,13,1,,,2987;4613;1084;7357;3525;6025;3063;6027;7362;2188;2186;5744;6033;5746;6031;146;2828;2376;3091;4274;880;3109;3874;4306;429;4313;68;7318;7325;3011;4;4345;1199;1204;2996;2984,2987:1170;4613:1171.5962490297077;1084:1175.1312330297076;7357:1179.7157610297077;3525:1190.5946010297077;6025:1192.3360650297077;3063:1193.6007450297077;6027:1194.9027210297077;7362:1198.9109610297076;2188:1205.5741290297076;2186:1206.8504010297077;5744:1208.8658250297076;6033:1210.2352650297075;5746:1212.1586730297076;6031:1213.6502970297076;146:1214.6114250297076;2828:1215.7032330297075;2376:1221.2051130297075;3091:1234.5268410297074;4274:1235.6697690297074;880:1236.2611050297073;3109:1238.1116490297072;3874:1243.9759290297072;4306:1256.0914890297072;429:1257.493809029707;4313:1258.6767690297072;68:1264.2751290297072;7318:1270.9431690297072;7325:1274.269929029707;3011:1278.280569029707;4:1283.065689029707;4345:1285.1091690297071;1199:1289.09951188685;1204:1293.0898547439929;2996:1295.133334743993;2984:1297.42579406656,3
0,5,default_vehtype,route,False,1200.0,1270.062022566576,2973;-1;-1,2975;-1;-1,929.3671620029345,0.9159944667286218,0.9159015300124216,0.0,,0,,0,,,2973;7354;3525;6025;3063;6027;7362;2188;2186;5744;6033;5746;6031;146;2828;2376;3091;4274;880;3109;3874;2975,2973:1200;7354:1203.7971673106636;3525:1214.6760073106636;6025:1216.4174713106636;3063:1217.6821513106636;6027:1218.9841273106636;7362:1222.9923673106634;2188:1229.6555353106635;2186:1230.9318073106635;5744:1232.9472313106635;6033:1234.3166713106634;5746:1236.2400793106635;6031:1237.7317033106635;146:1238.6928313106635;2828:1239.7846393106634;2376:1245.2865193106634;3091:1258.6082473106633;4274:1259.7511753106633;880:1260.3425113106632;3109:1262.193055310663;3874:1268.0573353106631;2975:1270.062022566576,6
0,5,default_vehtype,boarding,True,1270.062022566576,1300.062022566576,2975;-1;-1,2975;-1;-1,0.0,0.9159015300124216,0.9159015300124216,0.0,,0,14,1,14,,,,6
0,2,default_vehtype,boarding,True,1297.42579406656,1327.42579406656,2984;-1;-1,2984;-1;-1,0.0,0.5431162068535087,0.5431162068535087,0.0,,0,13,1,,13,,,3
0,3,default_vehtype,route,False,1320.0,1336.5010224528733,2967;-1;-1,2993;-1;-1,229.18086740101808,0.962502222228445,0.9624793041417048,0.0,,0,,0,,,2967;3896;5466;7451;2993,2967:1320;3896:1326.0795464347746;5466:1333.6114664347745;7451:1334.5957064347745;2993:1336.5010224528733,4
0,3,default_vehtype,boarding,True,1336.5010224528733,1366.5010224528733,2993;-1;-1,2993;-1;-1,0.0,0.9624793041417048,0.9624793041417048,0.0,,0,15,1,15,,,,4
1,7,default_vehtype,route,False,1242.5866496081762,1356.158574857143,2977;-1;-1,2981;-1;-1,969.4191104080555,0.8574953249972507,0.85739838308621,0.0,,0,11,1,,,2977;6202;7516;7037;7512;3274;2902;3901;7011;7336;4365;7288;4302;5102;7160;7294;2701;3076;4023;7300;1891;827;6499;1803;1141;5241;922;6385;3550;2981,2977:1242.5866496081762;6202:1246.479741711288;7516:1247.340861711288;7037:1254.652821711288;7512:1261.886181711288;3274:1273.232181711288;2902:1273.3437817112879;3901:1273.811781711288;7011:1275.792741711288;7336:1278.7002217112881;4365:1286.2813417112882;7288:1287.4045417112882;4302:1288.8163417112883;5102:1299.9248617112883;7160:1301.3801017112883;7294:1310.0985817112883;2701:1315.9007017112883;3076:1316.7500617112883;4023:1324.6230217112882;7300:1325.7651817112883;1891:1326.0191017112884;827:1327.0849417112884;6499:1336.4397817112883;1803:1342.4023417112883;1141:1347.9069817112884;5241:1349.4950617112884;922:1350.4109737112883;6385:1353.6326137112883;3550:1353.8944537112882;2981:1356.158574857143,8
