pax_id,treq,origin_x,origin_y,destination_x,destination_y
284,2023-09-19 09:34:46,4.3650207,51.9833412,4.339538,52.0053979
285,2023-09-19 09:34:47,4.333342,52.0147919,4.3565417,52.0130334
286,2023-09-19 09:34:48,4.333561,52.0128152,4.3798817,52.0041352
287,2023-09-19 09:34:51,4.3646569,52.0117988,4.3515676,52.0064806
288,2023-09-19 09:35:00,4.3547365,51.9968492,4.3386818,51.9872519
289,2023-09-19 09:35:04,4.3350754,51.984856,4.3496479,51.99956
290,2023-09-19 09:35:07,4.3664876,52.0022156,4.360397,51.9946118
291,2023-09-19 09:35:08,4.3493935,51.9881983,4.3559854,52.0170664
292,2023-09-19 09:35:14,4.3536923,51.9867165,4.3338836,52.0095838
293,2023-09-19 09:35:19,4.3464341,52.0150589,4.3614027,52.0016495
294,2023-09-19 09:35:31,4.3434656,51.9904185,4.3596729,52.0006802
295,2023-09-19 09:35:34,4.3589194,51.9893131,4.3741968,52.0061882
296,2023-09-19 09:35:45,4.3557804,52.0095063,4.3441291,51.9945825
297,2023-09-19 09:35:46,4.3344134,52.0145469,4.353749,52.0070038
298,2023-09-19 09:35:50,4.3458931,51.9952259,4.3532944,52.0174774
299,2023-09-19 09:35:52,4.3789264,51.9985341,4.3464906,52.0090658
300,2023-09-19 09:36:00,4.3558016,51.9870386,4.3733593,51.9915604
301,2023-09-19 09:36:08,4.3421259,51.9965676,4.3571324,52.0099448
302,2023-09-19 09:36:30,4.3593,52.0195,4.3492019,52.0110877
303,2023-09-19 09:36:32,4.3455543,52.0050827,4.3703591,52.0111269
304,2023-09-19 09:36:39,4.3728841,51.9982076,4.3441946,51.9858951
305,2023-09-19 09:36:40,4.333561,52.0128152,4.3614593,51.9819981
306,2023-09-19 09:36:42,4.3811635,52.0065637,4.3460409,52.0062922
307,2023-09-19 09:36:51,4.3457826,51.9815622,4.3556705,52.0053338
308,2023-09-19 09:37:09,4.3497,52.0015,4.3631085,51.9806385
309,2023-09-19 09:37:17,4.3444485,51.9877294,4.3433494,52.0057141
310,2023-09-19 09:37:18,4.3450254,52.0154906,4.3545942,51.997106
311,2023-09-19 09:37:31,4.3662103,51.9989851,4.3411413,52.0025639
312,2023-09-19 09:37:31,4.3389648,52.0068958,4.341082,51.9834591
313,2023-09-19 09:37:32,4.345082,52.014441,4.3417401,51.9823646
314,2023-09-19 09:37:51,4.3583359,51.9821965,4.3501366,52.004836
315,2023-09-19 09:37:52,4.3613547,51.9856032,4.3497,52.0015
316,2023-09-19 09:37:59,4.3420479,51.9799508,4.3525939,52.0139121
317,2023-09-19 09:38:00,4.3637103,51.9867891,4.3524508,52.0027909
318,2023-09-19 09:38:06,4.3528278,52.0093432,4.3678612,51.9909916
319,2023-09-19 09:38:16,4.3328622,52.0145587,4.3447043,51.9964707
320,2023-09-19 09:38:20,4.3434656,51.9904185,4.3623604,52.0126325
321,2023-09-19 09:38:32,4.3558016,51.9870386,4.3525809,52.0075627
322,2023-09-19 09:38:37,4.3356314,52.012808,4.3458931,51.9952259
323,2023-09-19 09:38:39,4.3772305,51.9984579,4.3450106,51.9965326
324,2023-09-19 09:38:54,4.3519781,52.0164762,4.370106,51.9866257
325,2023-09-19 09:38:56,4.3571,51.9831,4.3691818,52.005382
326,2023-09-19 09:39:08,4.3585288,51.9983956,4.3520018,52.0167672
327,2023-09-19 09:39:14,4.3609541,51.9890571,4.3586569,52.0032662
328,2023-09-19 09:39:25,4.3625487,51.9881378,4.3526277,52.0218382
329,2023-09-19 09:39:33,4.3617733,52.0038708,4.3526277,52.0218382
330,2023-09-19 09:39:41,4.3425834,52.0156057,4.3462637,51.994676
331,2023-09-19 09:39:47,4.3628655,52.0139244,4.3544478,52.0011534
332,2023-09-19 09:39:49,4.3496657,51.99026,4.3464906,52.0090658
333,2023-09-19 09:39:56,4.3547776,51.9994741,4.3799019,52.0121506
334,2023-09-19 09:40:02,4.3617736,52.0191899,4.3478537,52.0057236
335,2023-09-19 09:40:03,4.3553708,52.0065312,4.3436991,52.0074519
336,2023-09-19 09:40:03,4.3460409,52.0062922,4.3741968,52.0061882
337,2023-09-19 09:40:05,4.3459453,52.0050847,4.347096,51.9829662
338,2023-09-19 09:40:06,4.3468613,51.9972069,4.3746998,52.0082349
339,2023-09-19 09:40:09,4.3398996,51.9963935,4.3733667,52.0059639
340,2023-09-19 09:40:18,4.3438492,51.9832437,4.3496479,51.99956
341,2023-09-19 09:40:18,4.3632475,52.0047395,4.3503437,52.0063479
342,2023-09-19 09:40:19,4.3566218,52.0158202,4.3478513,52.0065637
343,2023-09-19 09:40:25,4.367079,51.9853416,4.3791733,52.0058494
344,2023-09-19 09:40:37,4.3437769,51.9856583,4.3489474,52.0059179
345,2023-09-19 09:40:41,4.3624912,52.0125818,4.3556705,52.0053338
346,2023-09-19 09:40:48,4.3321263,52.0081237,4.3379508,51.9994285
347,2023-09-19 09:40:50,4.3713285,51.9843526,4.3273477,52.0083629
348,2023-09-19 09:40:55,4.3560756,51.9850616,4.3426754,52.0016524
349,2023-09-19 09:41:02,4.3822571,51.9967346,4.3286586,52.0076612
350,2023-09-19 09:41:04,4.3614265,51.9834455,4.3442737,52.0134786
351,2023-09-19 09:41:06,4.3526439,52.006946,4.3663137,52.0148763
352,2023-09-19 09:41:07,4.3346301,51.9877824,4.3420614,52.005605
353,2023-09-19 09:41:10,4.3554528,52.002779,4.3635226,52.004393
354,2023-09-19 09:41:27,4.3799325,51.9890633,4.3611483,51.9886459
355,2023-09-19 09:41:35,4.3739406,52.0155653,4.3506608,51.996522
356,2023-09-19 09:41:37,4.3415255,52.0055666,4.36309,52.0074856
357,2023-09-19 09:41:45,4.3649406,51.9851685,4.3506233,51.9980382
358,2023-09-19 09:41:50,4.3411228,51.9847584,4.3563443,52.0049608
359,2023-09-19 09:42:10,4.3785077,52.0081887,4.3405306,51.997689
360,2023-09-19 09:42:18,4.3432972,51.9925756,4.3489205,52.0129511
361,2023-09-19 09:42:21,4.3450182,51.9785639,4.3510527,52.0102239
